bank,no,komponen_otomatis,kalimat_tanya_yang_dinilai,komponen_koreksi_manual
muskulo-2020,7,Physiology,apa yang akan terjadi bila impuls bereksitasi pada rangkaian transmisi neuron motorik?,
muskulo-2020,8,Diagnostics,apa syaraf yang mengalami cedera berdasarkan gejala di atas?,
muskulo-2020,9,Histology,apa sel yang mengalami keganasan pada penderita ini?,
muskulo-2020,10,Anatomy,apa salah satu struktur yang membentuk arcus tersebut?,
muskulo-2020,11,Recall,apa pilihan pereda nyeri antiinflamasi yang paling aman?,
muskulo-2020,12,Anatomy,"pada struktur mikroanatomi osteon tulang kompakta, apa nama struktur konsentris yang mengelilingi kanalis havers?",
muskulo-2020,13,Anatomy,"sesuai dugaan fraktur colles, tulang apa yang mengalami fraktur?",
muskulo-2020,14,Anatomy,apa nama tendon otot yang membentuk batas medial anatomical snuffbox (tabatiere anatomicum) yang ditandai nomor 2 pada gambar?,
muskulo-2020,15,Pharmacology,apa terapi simtomatik awal yang diberikan?,
muskulo-2020,16,Diagnostics,apa komplikasi berat yang paling sering terjadi pada fraktur terbuka akibat kontaminasi dunia luar?,
muskulo-2020,17,Anatomy,arkus ini terutama dibentuk oleh anastomosis antara a. ulnaris dengan ramus palmaris superficialis dari arteri apa?,
muskulo-2020,18,Diagnostics,apa diagnosis yang paling mungkin?,
muskulo-2020,19,Anatomy,hipovitaminosis c. apa diagnosisnya?,
muskulo-2020,20,Recall,apa nama jaringan ikat intrakapsular yang menghubungkan caput femoris dengan fovea capitis os coxae (acetabulum)?,
muskulo-2020,21,Anatomy,daerah tulang femur mana yang paling sering mengalami fraktur pada penderita geriatri/lansia?,
muskulo-2020,22,Anatomy,dimanakah lokasi predileksi tersering terjadinya hnp pada columna vertebralis?,
muskulo-2020,23,Diagnostics,apa diagnosis yang paling mungkin?,
muskulo-2020,24,Anatomy,"pada saat seseorang melakukan gerakan rotasi kepala, pada bidang anatomi mana gerakan tersebut berlangsung?",
muskulo-2020,25,Pharmacology,"setelah menjalani terapi definitif, apa tatalaksana rehabilitasi medis komprehensif yang tepat diberikan?",
muskulo-2020,26,Anatomy,apa kelainan metabolik tulang yang paling sering menjadi penyebab rapuhnya tulang pada kasus tersebut?,
muskulo-2020,27,Diagnostics,apa deskripsi diagnosis fraktur yang tepat jika garis patah tulang tegak lurus terhadap sumbu panjang diafisis os femur kanan tanpa fragmen berbagitiga?,
muskulo-2020,28,Anatomy,apa nama jenis sendi bagian proksimal (articulatio coxae) berdasarkan bentuk permukaannya?,
muskulo-2020,29,Recall,merupakan penerapan kaidah dasar bioetik apa tindakan tersebut?,
muskulo-2020,30,Recall,istilah apa yang digunakan?,
muskulo-2020,31,Recall,tulang karpal mana yang dimaksud?,
muskulo-2020,32,Anatomy,bagaimanakah peranan gangguan metabolik vitamin d dalam menyebabkan kelainan tulang tersebut?,
muskulo-2020,33,Diagnostics,apa diagnosis yang paling tepat?,
muskulo-2020,34,Physiology,bagaimanakah jalur patofisiologi terjadinya penyakit tulang metabolik tersebut?,
muskulo-2020,35,Diagnostics,apa diagnosis yang paling tepat?,
muskulo-2020,36,Diagnostics,apa derajat fraktur terbuka menurut klasifikasi gustilo-anderson?,
muskulo-2020,37,Anatomy,saraf mana yang mengalami kompresi/iritasi?,
muskulo-2020,38,Anatomy,apa pembuluh darah vena yang secara anatomis terletak konstan di anterior malleolus medialis?,
muskulo-2020,39,Anatomy,berapakah komponen gaya total vertikal/besaran vektor yang dihasilkan?,
muskulo-2020,40,Anatomy,jenis terapi bedah definitif mana yang paling tepat untuk mengembalikan posisi anatomis dan fiksasi stabil?,
muskulo-2020,41,Histology,apa nama sel progenitor tersebut?,
muskulo-2020,42,Anatomy,apa kelainan sendi mekanis degeneratif yang dialami pasien?,
muskulo-2020,43,Pharmacology,bagaimanakah cara edukasi edukasi minum obat golongan bifosfonat yang benar untuk mencegah iritasi esofagus?,
muskulo-2020,44,Anatomy,apa nama persendian tersebut?,
muskulo-2020,45,Histology,apa ciri gambaran histologi jaringan penyusun discus intervertebralis (annulus fibrosus) tersebut?,
muskulo-2020,46,Anatomy,apa nama struktur lesi patologis tersebut?,
muskulo-2020,47,Anatomy,apa nama khas lesi abses tulang tersebut?,
muskulo-2020,48,Anatomy,tulang-tulang apa yang membentuk persendian panggul yang mengalami dislokasi tersebut?,
muskulo-2020,49,Diagnostics,apa pemeriksaan laboratorium utama untuk menegakkan diagnosis pasti klinis tersebut?,
muskulo-2020,50,Recall,syarat apa yang dimaksud dengan aturan tersebut?,
muskulo-2020,51,Diagnostics,"berdasarkan data anamnesis dan pemeriksaan fisik awal ini, tingkat diagnosis apa yang baru dapat ditentukan dokter ugd?",
muskulo-2020,52,Physiology,apa mekanisme utama yang memicu timbulnya respon nyeri inflamasi tersebut?,
muskulo-2020,53,Anatomy,struktur fleksibel mana yang paling dinamis dalam memelihara dan menstabilkan pergerakan kepala humerus pada cavitas glenoidalis?,
muskulo-2020,54,Diagnostics,apa diagnosis yang paling mungkin?,
muskulo-2020,55,Anatomy,bagaimanakah sifat terjadinya epp tersebut?,
muskulo-2020,56,Anatomy,fungsi pergerakan spesifik apa yang akan terganggu pada kasus tersebut?,
muskulo-2020,57,Anatomy,otot mana di bawah ini yang merupakan anggota kelompok otot hamstring kompartemen posterior paha?,
muskulo-2020,58,Pharmacology,bagaimanakah mekanisme farmakologi utama dari obat tersebut?,
muskulo-2020,59,Recall,apa nama fraktur-dislokasi spesifik tersebut?,
muskulo-2020,60,Pharmacology,tindakan pertolongan pertolongan pertama emergensi mana yang harus segera dilakukan sebelum tindakan definitive bedah?,
muskulo-2020,61,Anatomy,apa nama regio anatomi tempat ditemukannya luka tersebut?,
muskulo-2020,62,Recall,pada segmen columna vertebralis mana kelainan kurvatur skoliosis paling sering ditemukan?,
muskulo-2020,63,Physiology, yang dibentuk oleh traksi gaya otot deltoid posterior dan anterior terhadap aksis tegak lurus bidang lengan berdasarkan kalkulasi trigonometri komponen vektor?,
muskulo-2020,64,Anatomy,"muscular junction, dimanakah lokasi pasti dari reseptor nikotina asetilkolin (achr) yang akan mengikat neurotransmiter asetilkolin untuk memulai kontraksi otot?",
muskulo-2020,65,Anatomy,saraf apa yang kemungkinan mengalami cedera iatrogenik saat pembersihan kelenjar getah bening aksila?,
muskulo-2020,66,Recall, keringanan yang diberikan kepada seorang mukallaf dalam melaksanakan ketentuan syariat pada kondisi tertentu (seperti kemudahan shalat duduk saat lutut sakit)?,
muskulo-2020,67,Anatomy,otot mana yang dimaksud?,
muskulo-2020,68,Anatomy,otot mana yang berada di lapisan superfisial kompartemen tersebut?,
muskulo-2020,69,Diagnostics,apa pemeriksaan penunjang imunologi spesifik untuk membedakan rheumatoid arthritis dari artritis lainnya?,
muskulo-2020,70,Histology,"i endokondral lempeng epifisis, zona mana yang ditandai oleh sel-sel kondrosit aktif membelah secara mitosis dan tersusun berderet sejajar sumbu panjang tulang?",
muskulo-2020,71,Diagnostics,pemeriksaan penunjang pencitraan standar awal apa yang mutlak diperlukan untuk mengonfirmasi diagnosis pasti ortopedi?,
muskulo-2020,72,Anatomy,saraf mana yang melingkari collum fibulae dan mengalami cedera?,
muskulo-2020,73,Anatomy,apa nama tulang-tulang yang menyusun komponen pembentuk articulatio talocruralis (sendi ankle)?,
muskulo-2020,74,Physiology,mana pernyataan di bawah ini yang menggambarkan mekanisme patofisiologi kombinasi terjadinya hiperurisemia pada pasien?,
muskulo-2020,75,Physiology,mana mekanisme perubahan seluler patologis yang melandasi timbulnya osteoporosis?,
muskulo-2020,76,Diagnostics,apa pemeriksaan penunjang kuantitatif diagnostik standar baku emas (gold standard) untuk menilai densitas massa tulang dan mengonfirmasi diagnosis osteoporosis?,
muskulo-2020,77,Histology,bagaimanakah gambaran mikroskopis histologi yang khas dari organ serat otot lurik (otot rangka / skelet)?,
muskulo-2020,78,Diagnostics,apa kemungkinan diagnosis lesi jinak tersebut?,
muskulo-2020,79,Anatomy,cabang arteri mana yang dimaksud?,
muskulo-2020,80,Physiology,mana faktor di bawah ini yang memengaruhi besarnya kekuatan kontraksi suatu unit otot?,
muskulo-2020,81,Anatomy,apa nama lengkungan tulang kaki yang mendatar/hilang tersebut?,
muskulo-2020,82,Pharmacology,bagaimanakah tatalaksana penggantian obat analgetik yang paling aman bagi mukosa gaster pasien?,
muskulo-2020,83,Diagnostics,apa pemeriksaan serologi laboratorium yang paling menunjang penegakan diagnosis rheumatoid arthritis?,
muskulo-2020,84,Pharmacology,obat golongan mana yang menjadi pilihan utama antiresorptif lini pertama untuk meningkatkan densitas massa tulang pasien?,
muskulo-2020,85,Recall,"r an, tahapan embriologi perkembangan sistem muskuloskeletal di mana jaringan mesenkim membeku membentuk kerangka penulang digambarkan dengan kata spesifik apa?",
muskulo-2020,86,Histology,bagaimanakah karakteristik gambaran histologi dari jaringan otot polos yang menyusun dinding bronkus tersebut?,
muskulo-2020,87,Pharmacology,obat mana yang harus ditambahkan pada fase kronis untuk menurunkan kadar produksi asam urat darah dengan menghambat enzim xantin oksidase?,
muskulo-2020,88,Anatomy,arteri apa yang dimaksud?,
muskulo-2020,89,Anatomy,apa nama tulang cranium tempat ditemukannya penanda anatomi crista galli dan lamina cribrosa?,
muskulo-2020,90,Anatomy,nomor mana pada diagram leher yang merujuk pada lokasi a. carotis communis?,
muskulo-2020,91,Physiology,apa kondisi klinis sekunder di bawah ini yang dapat menjadi faktor risiko terjadinya osteoporosis sekunder pada usia yang lebih muda?,
muskulo-2020,92,Recall,prinsip kaidah dasar bioetik mana yang melandasi tindakan dokter tersebut?,
muskulo-2020,93,Physiology,apa penyebab etiologi dan patofisiologi utama dari penyakit rheumatoid arthritis tersebut?,
muskulo-2020,94,Diagnostics,apa diagnosis yang paling mungkin?,
muskulo-2020,95,Anatomy,apa nama ligamen yang robek?,
muskulo-2020,96,Anatomy,pembuluh darah arteri mana yang mengalami kerusakan?,
muskulo-2020,97,Diagnostics,apa diagnosis yang paling mungkin?,
muskulo-2020,98,Diagnostics,apa diagnosis yang paling mungkin?,
muskulo-2020,99,Pharmacology,kontraindikasi komorbiditas kardiovaskular apa yang harus diidentifikasi secara ketat sebelum pemberian obat tersebut?,
muskulo-2020,100,Anatomy,pulposus yang keluar menembus anulus fibrosus akan menekan struktur jaringan ikat ligamen columna vertebralis posterior mana hingga menimbulkan nyeri radikuler?,
muskulo-2021,1,Anatomy,apa nama bidang gerakan sendi tersebut?,
muskulo-2021,2,Anatomy,"pada articulatio humeri, struktur apa yang memelihara stabilitas dinamis dari gerak sendi tersebut?",
muskulo-2021,3,Anatomy,"pada saat terjadi fraktur dilakukan pembidaian, arteri yang dapat teraba di bagian belakang bawah malleolus medialis adalah....",
muskulo-2021,4,Diagnostics,"untuk menegakkan diagnosis penyakit muskuloskeletal, dokter akan melakukan pemeriksaan sistematis, yakni :",
muskulo-2021,5,Anatomy,otot apa yang berkontraksi pada saat seseorang mengedipkan mata?,
muskulo-2021,6,Recall,apa nama deformitas tersebut?,
muskulo-2021,7,Anatomy,"dibawah ini, mana otot kompartemen tersebut?",
muskulo-2021,8,Diagnostics,"dilakukan operasi, hasil pemeriksaan pa adalah sel berbentuk cerutu, serat berbentuk kisaran. hasil diagnosis adalah:",
muskulo-2021,9,Anatomy,"pada kondisi ini, saraf apa yang memungkinkan terjadi gangguan?",
muskulo-2021,10,Anatomy,sel mana yang mengalami keganasan dan apa perannya?,
muskulo-2021,11,Anatomy,bagian sendi yang paling sering mengalami kelainan simetris pada penyakit ini adalah:,
muskulo-2021,12,Anatomy,tata cara rukuk dan sujud pada pasien yang shalat dengan posisi berbaring terlentang adalah?,
muskulo-2021,13,Recall,apa nama jaringan ikat tersebut?,
muskulo-2021,14,Pharmacology,bagaimanakah mekanisme kerja obat tersebut?,
muskulo-2021,15,Anatomy,apa ligamen jaringan ikat yang mengalami penekanan/peregangan saat protrusi diskus ke arah posterolateral/posterior?,
muskulo-2021,16,Histology,sel yang berperan utama dalam proses destruksi/resorpsi matriks tulang pada proses remodeling tulang adalah:,
muskulo-2021,17,Physiology,zat yang dapat menghambat respon asetilkolin di hubungan neuromuskular (neuromuscular junction) dapat menimbulkan pengaruh:,
muskulo-2021,18,Anatomy,apa pembuluh darah superfisial yang paling sering digunakan pada kasus ini?,
muskulo-2021,19,Pharmacology,bagaimana edukasi minum obat alendronat yang tepat diberikan kepada pasien?,
muskulo-2021,20,Anatomy,"pada saat terjadi fraktur dilakukan pembidaian, arteri yang dapat teraba di bagian posterior dari malleolus medialis adalah....",
muskulo-2021,21,Recall,"saat orang sakit melaksanakan sholat berbaring terlentang di bed rumah sakit, mana bagian tubuh yang paling dekat/dihadapkan ke arah kiblat?",
muskulo-2021,22,Physiology,mana di bawah ini yang merupakan mekanisme dan profil kerja obat golongan ains (anti-inflamasi non-steroid)?,
muskulo-2021,23,Anatomy,struktur permukaan artikular mana yang membentuk sendi pergelangan kaki (articulatio talocruralis)?,
muskulo-2021,24,Anatomy,apa nama otot yang berkontraksi pada saat orang mengedipkan mata?,
muskulo-2021,25,Anatomy,apa nama arteri yang merupakan kelanjutan langsung dari arteria axillaris di distal batas bawah m. teres major?,
muskulo-2021,26,Diagnostics,apa diagnosis pasien tersebut?,
muskulo-2021,27,Anatomy,mana otot di bawah ini yang melintasi articulatio coxae dan berperan sebagai fleksor utama sendi panggul?,
muskulo-2021,28,Diagnostics,apa diagnosis trauma yang paling mungkin?,
muskulo-2021,29,Anatomy,"sectio pada tungkai bawah di atas malleolus medialis os tibia yaitu v. saphena magna, pembuluh darah balik ini akan berjalan ke proksimal dan bermuara ke dalam?",
muskulo-2021,30,Recall,"fraktur kompleks tulang wajah tipe le fort i, ii, dan iii secara definisi melibatkan fraktur pada tulang:",
muskulo-2021,31,Anatomy,sendi yang menghubungkan antara os metacarpal dan phalanges proksimal pada tangan disebut sendi:,
muskulo-2021,32,Recall,mana kelompok penyakit sistem muskuloskeletal yang paling tepat di bawah ini?,
muskulo-2021,33,Anatomy,apa syarat pembuatan dan evaluasi foto rontgen tulang/trauma muskuloskeletal yang baik (rule of two)?,
muskulo-2021,34,Anatomy,"pada kondisi tarsal tunnel syndrome ini, saraf apa yang mengalami gangguan kompresi?",
muskulo-2021,35,Anatomy," pasien yang shalatnya dalam posisi duduk bersandar pada dinding atau bed rumah sakit, maka anggota tubuh yang paling dekat/dihadapkan ke arah kiblatnya adalah:",
muskulo-2021,36,Anatomy,fraktur le fort terjadi pada struktur tulang:,
muskulo-2021,37,Anatomy,saraf mana yang mengalami kompresi/gangguan?,
muskulo-2021,38,Anatomy,apa pembuluh darah yang paling sering dipakai?,
muskulo-2021,39,Histology,bagaimana gambaran jaringan histologi otot penyusun organ tersebut?,
muskulo-2021,40,Diagnostics,apa kemungkinan diagnosis pasien?,
muskulo-2021,41,Anatomy,apa penyebab perubahan sudut anatomi pada kondisi coxa vara?,
muskulo-2021,42,Physiology,gerakan apa pada panggul yang paling mengalami keterbatasan (terbatas) akibat kelainan coxa vara tersebut?,
muskulo-2021,43,Pharmacology,bagaimana edukasi minum obat yang tepat diberikan pada pasien tersebut?,
muskulo-2021,44,Anatomy,apa nama persendian tersebut?,
muskulo-2021,45,Anatomy,diskus intervertebralis luar (annulus fibrosus) tersusun atas jaringan kartilago jenis apa dan bagaimana karakteristik mikroskopisnya?,
muskulo-2021,46,Anatomy,apa nama struktur invasif tersebut?,
muskulo-2021,47,Recall,apa nama abses tersebut?,
muskulo-2021,48,Anatomy,apa nama tulang-tulang pembentuk persendian tersebut?,
muskulo-2021,49,Recall,disebut apa kelainan tersebut?,
muskulo-2021,50,Diagnostics,apa kemungkinan diagnosis kasus ini?,
muskulo-2021,51,Pharmacology,mana opsi obat antiinflamasi golongan nsaid selektif/preferensial cox-2 yang relatif aman diberikan untuk mengurangi nyeri sendi pada lansia?,
muskulo-2021,52,Diagnostics,apa kaidah dasar bioetik yang disampaikan dan dihormati dari keputusan pasien tersebut?,
muskulo-2021,53,Pharmacology,apa terapi profilaksis spesifik cepat yang harus diberikan untuk mencegah infeksi tetanus pada pasien fraktur terbuka berisiko?,
muskulo-2021,54,Diagnostics,apa diagnosis yang paling mungkin?,
muskulo-2021,55,Physiology,"pada mekanisme transmisi neuromuskular, apa yang dimaksud dengan endplate potential (epp)?",
muskulo-2021,56,Pharmacology,tindakan dokter ini sesuai dengan penerapan kaidah dasar bioetik:,
muskulo-2021,57,Physiology,apa fungsi utama pemeriksaan radiologis pada kejadian patah tulang (fraktur)?,
muskulo-2021,58,Anatomy,apa tindakan bedah darurat yang wajib segera dilakukan?,
muskulo-2021,59,Pharmacology,apa penanganan utama dan tindakan operatif standar untuk fraktur terbuka?,
muskulo-2021,60,Pharmacology,imobilisasi konservatif mana yang paling sering dan standar digunakan untuk menyangga fraktur tersebut?,
muskulo-2021,61,Anatomy,pembuluh darah yang dimaksud adalah:,
muskulo-2021,62,Anatomy,saraf apa yang mengalami gangguan?,
muskulo-2021,63,Pharmacology,mana riwayat penyakit di bawah ini yang menjadi kontraindikasi utama/peringatan risiko kardiovaskular pemberian obat tersebut?,
muskulo-2021,64,Anatomy,tulang carpal apa yang paling mungkin mengalami fraktur?,
muskulo-2021,65,Anatomy,struktur otot mana yang merupakan penstabil utama (dynamic stabilizer) dari articulatio humeri?,
muskulo-2021,66,Recall,k keringanan hukum dalam islam bagi seorang mukallaf dalam menjalankan ibadah pada keadaan tertentu (misalnya lutut sakit diperbolehkan shalat duduk/berbaring)?,
muskulo-2021,67,Diagnostics,apa nama diagnosis tumor tersebut?,
muskulo-2021,68,Recall,berikut ini yang bukan merupakan kelainan/gejala patologis khas pada osteoarthritis adalah:,
